Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_tested,fac_inc_active,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_deaths,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,sum_inc_vaccinated,sum_staff_vaccinated,demographics_type,demographics_category,demographics_inc_positive,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
77,2021-01-05,44201,TN,Hardeman County Correctional,300.0,2832.0,0.0,2509.0,21.0,300.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
78,2021-01-05,44201,TN,South Central Correctional,1236.0,3369.0,4.0,2115.0,1.0,1232.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
79,2021-01-05,44201,TN,Trousdale Turner Correctional (TCA),1395.0,3258.0,0.0,1852.0,5.0,1395.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
80,2021-01-05,44201,TN,Whiteville Correctional,79.0,1992.0,0.0,1902.0,9.0,79.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
81,2021-01-06,44201,TN,Bledsoe County Correctional (BCCX),802.0,5146.0,1.0,4339.0,4.0,801.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
82,2021-01-06,44201,TN,Morgan County Correctional (MCCX),85.0,1720.0,17.0,1623.0,2.0,68.0,1.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
83,2021-01-06,44201,TN,Northeast Correctional (NECX),370.0,2400.0,0.0,2018.0,4.0,370.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
84,2021-01-06,44201,TN,Lois M. Derry Special Needs (DSNF),159.0,1735.0,3.0,1557.0,13.0,156.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
85,2021-01-06,44201,TN,Riverbend Maximum Security (RMSI),88.0,1239.0,0.0,1143.0,2.0,88.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
86,2021-01-06,44201,TN,Tennessee Prison for Women (TPFW/DJRC),310.0,1765.0,4.0,1444.0,8.0,306.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
87,2021-01-06,44201,TN,Turney Center Industrial Complex (TCIX),124.0,1838.0,10.0,1708.0,0.0,114.0,2.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
88,2021-01-06,44201,TN,Turney Center Industrial Complex-Annex (TCIX-A),3.0,391.0,0.0,385.0,0.0,3.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
89,2021-01-06,44201,TN,Mark Luttrell Transition Center (MLTC),62.0,418.0,0.0,355.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
90,2021-01-06,44201,TN,Northwest Correctional Complex (NWCX),901.0,4339.0,46.0,3405.0,10.0,855.0,2.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
91,2021-01-06,44201,TN,West Tennessee State Penitentiary (WTSP),266.0,1486.0,0.0,1195.0,15.0,266.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
92,2021-01-06,44201,TN,Women's Therapeutic Residential Center (WTRC),139.0,1702.0,1.0,1562.0,1.0,138.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
93,2021-01-06,44201,TN,Hardeman County Correctional,300.0,2832.0,0.0,2509.0,21.0,300.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
94,2021-01-06,44201,TN,South Central Correctional,1236.0,3369.0,4.0,2115.0,1.0,1232.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
95,2021-01-06,44201,TN,Trousdale Turner Correctional (TCA),1395.0,3258.0,0.0,1852.0,5.0,1395.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
96,2021-01-06,44201,TN,Whiteville Correctional,79.0,1992.0,0.0,1902.0,9.0,79.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6319.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
97,2021-01-07,44202,TN,Bledsoe County Correctional (BCCX),802.0,5153.0,1.0,4345.0,5.0,801.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
98,2021-01-07,44202,TN,Morgan County Correctional (MCCX),85.0,1731.0,11.0,1623.0,13.0,74.0,1.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
99,2021-01-07,44202,TN,Northeast Correctional (NECX),370.0,2410.0,0.0,2026.0,6.0,370.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
100,2021-01-07,44202,TN,Lois M. Derry Special Needs (DSNF),161.0,1738.0,3.0,1566.0,14.0,158.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
101,2021-01-07,44202,TN,Riverbend Maximum Security (RMSI),88.0,1240.0,0.0,1145.0,1.0,88.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
102,2021-01-07,44202,TN,Tennessee Prison for Women (TPFW/DJRC),312.0,1771.0,2.0,1448.0,8.0,310.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
103,2021-01-07,44202,TN,Turney Center Industrial Complex (TCIX),123.0,1845.0,7.0,1714.0,1.0,116.0,2.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
104,2021-01-07,44202,TN,Turney Center Industrial Complex-Annex (TCIX-A),3.0,406.0,0.0,385.0,15.0,3.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
105,2021-01-07,44202,TN,Mark Luttrell Transition Center (MLTC),62.0,419.0,0.0,355.0,1.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
106,2021-01-07,44202,TN,Northwest Correctional Complex (NWCX),902.0,4345.0,44.0,3412.0,8.0,858.0,2.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
107,2021-01-07,44202,TN,West Tennessee State Penitentiary (WTSP),266.0,1486.0,0.0,1195.0,15.0,266.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
108,2021-01-07,44202,TN,Women's Therapeutic Residential Center (WTRC),139.0,1702.0,0.0,1562.0,1.0,139.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
109,2021-01-07,44202,TN,Hardeman County Correctional,301.0,2839.0,1.0,2516.0,20.0,300.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
110,2021-01-07,44202,TN,South Central Correctional,1236.0,3374.0,0.0,2115.0,6.0,1236.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
111,2021-01-07,44202,TN,Trousdale Turner Correctional (TCA),1395.0,3259.0,0.0,1853.0,5.0,1395.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
112,2021-01-07,44202,TN,Whiteville Correctional,79.0,1988.0,0.0,1902.0,5.0,79.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6324.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
113,2021-01-08,44204,TN,Bledsoe County Correctional (BCCX),802.0,5153.0,0.0,4345.0,5.0,802.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
114,2021-01-08,44204,TN,Morgan County Correctional (MCCX),86.0,1735.0,8.0,1623.0,16.0,78.0,1.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
115,2021-01-08,44204,TN,Northeast Correctional (NECX),370.0,2407.0,0.0,2028.0,1.0,370.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
116,2021-01-08,44204,TN,Lois M. Derry Special Needs (DSNF),161.0,1739.0,3.0,1567.0,16.0,158.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
117,2021-01-08,44204,TN,Riverbend Maximum Security (RMSI),88.0,1242.0,0.0,1145.0,3.0,88.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
118,2021-01-08,44204,TN,Tennessee Prison for Women (TPFW/DJRC),313.0,1773.0,3.0,1455.0,2.0,310.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
119,2021-01-08,44204,TN,Turney Center Industrial Complex (TCIX),123.0,1845.0,6.0,1714.0,1.0,117.0,3.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
120,2021-01-08,44204,TN,Turney Center Industrial Complex-Annex (TCIX-A),3.0,406.0,0.0,385.0,15.0,3.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
121,2021-01-08,44204,TN,Mark Luttrell Transition Center (MLTC),62.0,419.0,0.0,356.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
122,2021-01-08,44204,TN,Northwest Correctional Complex (NWCX),903.0,4349.0,41.0,3415.0,8.0,862.0,2.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
123,2021-01-08,44204,TN,West Tennessee State Penitentiary (WTSP),266.0,1485.0,0.0,1195.0,14.0,266.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
124,2021-01-08,44204,TN,Women's Therapeutic Residential Center (WTRC),139.0,1708.0,0.0,1567.0,1.0,139.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
125,2021-01-08,44204,TN,Hardeman County Correctional,301.0,2849.0,1.0,2521.0,12.0,300.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
126,2021-01-08,44204,TN,South Central Correctional,1236.0,3374.0,0.0,2115.0,6.0,1236.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
127,2021-01-08,44204,TN,Trousdale Turner Correctional (TCA),1396.0,3288.0,0.0,1886.0,0.0,1396.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
128,2021-01-08,44204,TN,Whiteville Correctional,79.0,1988.0,0.0,1904.0,3.0,79.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
129,2021-01-09,44204,TN,Bledsoe County Correctional (BCCX),802.0,5153.0,0.0,4345.0,5.0,802.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
130,2021-01-09,44204,TN,Morgan County Correctional (MCCX),86.0,1735.0,8.0,1623.0,16.0,78.0,1.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
131,2021-01-09,44204,TN,Northeast Correctional (NECX),370.0,2407.0,0.0,2028.0,1.0,370.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
132,2021-01-09,44204,TN,Lois M. Derry Special Needs (DSNF),161.0,1739.0,3.0,1567.0,16.0,158.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
133,2021-01-09,44204,TN,Riverbend Maximum Security (RMSI),88.0,1242.0,0.0,1145.0,3.0,88.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
134,2021-01-09,44204,TN,Tennessee Prison for Women (TPFW/DJRC),313.0,1773.0,3.0,1455.0,2.0,310.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
135,2021-01-09,44204,TN,Turney Center Industrial Complex (TCIX),123.0,1845.0,6.0,1714.0,1.0,117.0,3.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
136,2021-01-09,44204,TN,Turney Center Industrial Complex-Annex (TCIX-A),3.0,406.0,0.0,385.0,15.0,3.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
137,2021-01-09,44204,TN,Mark Luttrell Transition Center (MLTC),62.0,419.0,0.0,356.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
138,2021-01-09,44204,TN,Northwest Correctional Complex (NWCX),903.0,4349.0,41.0,3415.0,8.0,862.0,2.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
139,2021-01-09,44204,TN,West Tennessee State Penitentiary (WTSP),266.0,1485.0,0.0,1195.0,14.0,266.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
140,2021-01-09,44204,TN,Women's Therapeutic Residential Center (WTRC),139.0,1708.0,0.0,1567.0,1.0,139.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
141,2021-01-09,44204,TN,Hardeman County Correctional,301.0,2849.0,1.0,2521.0,12.0,300.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
142,2021-01-09,44204,TN,South Central Correctional,1236.0,3374.0,0.0,2115.0,6.0,1236.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
143,2021-01-09,44204,TN,Trousdale Turner Correctional (TCA),1396.0,3288.0,0.0,1886.0,0.0,1396.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
144,2021-01-09,44204,TN,Whiteville Correctional,79.0,1988.0,0.0,1904.0,3.0,79.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
145,2021-01-10,44204,TN,Bledsoe County Correctional (BCCX),802.0,5153.0,0.0,4345.0,5.0,802.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
146,2021-01-10,44204,TN,Morgan County Correctional (MCCX),86.0,1735.0,8.0,1623.0,16.0,78.0,1.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
147,2021-01-10,44204,TN,Northeast Correctional (NECX),370.0,2407.0,0.0,2028.0,1.0,370.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
148,2021-01-10,44204,TN,Lois M. Derry Special Needs (DSNF),161.0,1739.0,3.0,1567.0,16.0,158.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
149,2021-01-10,44204,TN,Riverbend Maximum Security (RMSI),88.0,1242.0,0.0,1145.0,3.0,88.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
150,2021-01-10,44204,TN,Tennessee Prison for Women (TPFW/DJRC),313.0,1773.0,3.0,1455.0,2.0,310.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
151,2021-01-10,44204,TN,Turney Center Industrial Complex (TCIX),123.0,1845.0,6.0,1714.0,1.0,117.0,3.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
152,2021-01-10,44204,TN,Turney Center Industrial Complex-Annex (TCIX-A),3.0,406.0,0.0,385.0,15.0,3.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
153,2021-01-10,44204,TN,Mark Luttrell Transition Center (MLTC),62.0,419.0,0.0,356.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
154,2021-01-10,44204,TN,Northwest Correctional Complex (NWCX),903.0,4349.0,41.0,3415.0,8.0,862.0,2.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
155,2021-01-10,44204,TN,West Tennessee State Penitentiary (WTSP),266.0,1485.0,0.0,1195.0,14.0,266.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
