Unnamed: 0,scrapedate,lastupdated,stateagency,facility,facilitytier,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_inc_negative,fac_staff_positive,fac_staff_deaths,sum_inc_recovered,sum_inc_deaths,sum_staff_recovered,fac_inc_isolated,fac_inc_quarantined,fac_inc_pending,sum_inc_firstdose,sum_inc_seconddose,sum_inc_offeredvaccine,fac_state,fac_address,fac_zip,fac_facilitytier,sum_inc_positive,sum_inc_tested,sum_staff_positive,match,state
89,2021-01-06,,OR,TRCI,,2386.0,405.0,252.0,1981.0,76.0,,,24.0,444.0,,,,,,,OR,"82911 Beach Access Road, Umatilla, OR 97882",97882,,2562.0,16643.0,634.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
90,2021-01-06,,OR,WCCF,,259.0,0.0,0.0,259.0,5.0,,,24.0,444.0,,,,,,,OR,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",97630-5000,,2562.0,16643.0,634.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
91,2021-01-07,,OR,CCCF,,1942.0,28.0,23.0,1914.0,24.0,,,24.0,491.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
92,2021-01-07,,OR,CCIC (Intake),,3703.0,65.0,20.0,3638.0,13.0,,,24.0,491.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
93,2021-01-07,,OR,CRCI,,1361.0,237.0,53.0,1124.0,24.0,,,24.0,491.0,,,,,,,OR,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",97211-1799,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
94,2021-01-07,,OR,DRCI,,1672.0,259.0,40.0,1413.0,42.0,,,24.0,491.0,,,,,,,OR,"3920 East Ashwood Road, Madras, Oregon 97741",97741,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
95,2021-01-07,,OR,EOCI,,961.0,455.0,4.0,506.0,74.0,,,24.0,491.0,,,,,,,OR,"2500 Westgate, Pendleton, Oregon 97801-9699",97801-9699,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
96,2021-01-07,,OR,MCCF,,345.0,32.0,23.0,313.0,10.0,,,24.0,491.0,,,,,,,OR,"5465 Turner Road SE, Salem, Oregon 97317 ",97317,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
97,2021-01-07,,OR,OSCI,,946.0,217.0,13.0,729.0,35.0,,,24.0,491.0,,,,,,,OR,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",97310-9385,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
98,2021-01-07,,OR,OSP,,850.0,329.0,144.0,521.0,101.0,,,24.0,491.0,,,,,,,OR,"2605 State Street, Salem, OR  97310",97310,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
99,2021-01-07,,OR,PRCF,,417.0,45.0,31.0,372.0,12.0,,,24.0,491.0,,,,,,,OR,"3600 13th Street, Baker City, Oregon 97814-1346",97814-1346,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
100,2021-01-07,,OR,SCCI,,230.0,26.0,0.0,204.0,5.0,,,24.0,491.0,,,,,,,OR,"95200 Shutters Landing Lane, North Bend, OR  97459",97459,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
101,2021-01-07,,OR,SCI,,330.0,17.0,6.0,313.0,9.0,,,24.0,491.0,,,,,,,OR,"4005 Aumsville Hwy SE, Salem, OR 97317",97317,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
102,2021-01-07,,OR,SFFC,,51.0,0.0,0.0,51.0,0.0,,,24.0,491.0,,,,,,,OR,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",97141-9799,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
103,2021-01-07,,OR,SRCI,,1213.0,470.0,6.0,743.0,211.0,,,24.0,491.0,,,,,,,OR,"777 Stanton Blvd., Ontario, Oregon 97914-8335",97914-8335,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
104,2021-01-07,,OR,TRCI,,2389.0,408.0,239.0,1981.0,80.0,,,24.0,491.0,,,,,,,OR,"82911 Beach Access Road, Umatilla, OR 97882",97882,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
105,2021-01-07,,OR,WCCF,,259.0,0.0,0.0,259.0,5.0,,,24.0,491.0,,,,,,,OR,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",97630-5000,,2588.0,16669.0,645.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
106,2021-01-08,,OR,CCCF,,1948.0,34.0,21.0,1914.0,24.0,,,24.0,491.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
107,2021-01-08,,OR,CCIC (Intake),,3707.0,69.0,14.0,3638.0,13.0,,,24.0,491.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
108,2021-01-08,,OR,CRCI,,1360.0,236.0,33.0,1124.0,24.0,,,24.0,491.0,,,,,,,OR,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",97211-1799,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
109,2021-01-08,,OR,DRCI,,1672.0,259.0,23.0,1413.0,43.0,,,24.0,491.0,,,,,,,OR,"3920 East Ashwood Road, Madras, Oregon 97741",97741,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
110,2021-01-08,,OR,EOCI,,960.0,454.0,3.0,506.0,74.0,,,24.0,491.0,,,,,,,OR,"2500 Westgate, Pendleton, Oregon 97801-9699",97801-9699,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
111,2021-01-08,,OR,MCCF,,345.0,32.0,23.0,313.0,10.0,,,24.0,491.0,,,,,,,OR,"5465 Turner Road SE, Salem, Oregon 97317 ",97317,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
112,2021-01-08,,OR,OSCI,,946.0,217.0,13.0,729.0,35.0,,,24.0,491.0,,,,,,,OR,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",97310-9385,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
113,2021-01-08,,OR,OSP,,861.0,340.0,135.0,521.0,105.0,,,24.0,491.0,,,,,,,OR,"2605 State Street, Salem, OR  97310",97310,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
114,2021-01-08,,OR,PRCF,,419.0,47.0,32.0,372.0,12.0,,,24.0,491.0,,,,,,,OR,"3600 13th Street, Baker City, Oregon 97814-1346",97814-1346,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
115,2021-01-08,,OR,SCCI,,230.0,26.0,0.0,204.0,5.0,,,24.0,491.0,,,,,,,OR,"95200 Shutters Landing Lane, North Bend, OR  97459",97459,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
116,2021-01-08,,OR,SCI,,331.0,18.0,7.0,313.0,9.0,,,24.0,491.0,,,,,,,OR,"4005 Aumsville Hwy SE, Salem, OR 97317",97317,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
117,2021-01-08,,OR,SFFC,,51.0,0.0,0.0,51.0,0.0,,,24.0,491.0,,,,,,,OR,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",97141-9799,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
118,2021-01-08,,OR,SRCI,,1213.0,470.0,6.0,743.0,211.0,,,24.0,491.0,,,,,,,OR,"777 Stanton Blvd., Ontario, Oregon 97914-8335",97914-8335,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
119,2021-01-08,,OR,TRCI,,2469.0,488.0,235.0,1981.0,83.0,,,24.0,491.0,,,,,,,OR,"82911 Beach Access Road, Umatilla, OR 97882",97882,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
120,2021-01-08,,OR,WCCF,,259.0,0.0,0.0,259.0,5.0,,,24.0,491.0,,,,,,,OR,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",97630-5000,,2690.0,16771.0,653.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
121,2021-01-09,,OR,CCCF,,1959.0,45.0,38.0,1914.0,27.0,,,26.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
122,2021-01-09,,OR,CCIC (Intake),,3714.0,76.0,20.0,3638.0,13.0,,,26.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
123,2021-01-09,,OR,CRCI,,1360.0,236.0,52.0,1124.0,24.0,,,26.0,509.0,,,,,,,OR,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",97211-1799,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
124,2021-01-09,,OR,DRCI,,1673.0,260.0,21.0,1413.0,43.0,,,26.0,509.0,,,,,,,OR,"3920 East Ashwood Road, Madras, Oregon 97741",97741,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
125,2021-01-09,,OR,EOCI,,960.0,454.0,3.0,506.0,74.0,,,26.0,509.0,,,,,,,OR,"2500 Westgate, Pendleton, Oregon 97801-9699",97801-9699,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
126,2021-01-09,,OR,MCCF,,345.0,32.0,2.0,313.0,10.0,,,26.0,509.0,,,,,,,OR,"5465 Turner Road SE, Salem, Oregon 97317 ",97317,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
127,2021-01-09,,OR,OSCI,,951.0,222.0,17.0,729.0,35.0,,,26.0,509.0,,,,,,,OR,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",97310-9385,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
128,2021-01-09,,OR,OSP,,869.0,348.0,139.0,521.0,106.0,,,26.0,509.0,,,,,,,OR,"2605 State Street, Salem, OR  97310",97310,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
129,2021-01-09,,OR,PRCF,,421.0,49.0,22.0,372.0,13.0,,,26.0,509.0,,,,,,,OR,"3600 13th Street, Baker City, Oregon 97814-1346",97814-1346,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
130,2021-01-09,,OR,SCCI,,230.0,26.0,0.0,204.0,5.0,,,26.0,509.0,,,,,,,OR,"95200 Shutters Landing Lane, North Bend, OR  97459",97459,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
131,2021-01-09,,OR,SCI,,332.0,19.0,8.0,313.0,9.0,,,26.0,509.0,,,,,,,OR,"4005 Aumsville Hwy SE, Salem, OR 97317",97317,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
132,2021-01-09,,OR,SFFC,,51.0,0.0,0.0,51.0,0.0,,,26.0,509.0,,,,,,,OR,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",97141-9799,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
133,2021-01-09,,OR,SRCI,,1214.0,471.0,7.0,743.0,215.0,,,26.0,509.0,,,,,,,OR,"777 Stanton Blvd., Ontario, Oregon 97914-8335",97914-8335,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
134,2021-01-09,,OR,TRCI,,2478.0,497.0,236.0,1981.0,88.0,,,26.0,509.0,,,,,,,OR,"82911 Beach Access Road, Umatilla, OR 97882",97882,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
135,2021-01-09,,OR,WCCF,,259.0,0.0,0.0,259.0,5.0,,,26.0,509.0,,,,,,,OR,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",97630-5000,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
136,2021-01-10,,OR,CCCF,,1959.0,45.0,38.0,1914.0,27.0,,,26.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
137,2021-01-10,,OR,CCIC (Intake),,3714.0,76.0,20.0,3638.0,13.0,,,26.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
138,2021-01-10,,OR,CRCI,,1360.0,236.0,52.0,1124.0,24.0,,,26.0,509.0,,,,,,,OR,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",97211-1799,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
139,2021-01-10,,OR,DRCI,,1673.0,260.0,21.0,1413.0,43.0,,,26.0,509.0,,,,,,,OR,"3920 East Ashwood Road, Madras, Oregon 97741",97741,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
140,2021-01-10,,OR,EOCI,,960.0,454.0,3.0,506.0,74.0,,,26.0,509.0,,,,,,,OR,"2500 Westgate, Pendleton, Oregon 97801-9699",97801-9699,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
141,2021-01-10,,OR,MCCF,,345.0,32.0,2.0,313.0,10.0,,,26.0,509.0,,,,,,,OR,"5465 Turner Road SE, Salem, Oregon 97317 ",97317,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
142,2021-01-10,,OR,OSCI,,951.0,222.0,17.0,729.0,35.0,,,26.0,509.0,,,,,,,OR,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",97310-9385,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
143,2021-01-10,,OR,OSP,,869.0,348.0,139.0,521.0,106.0,,,26.0,509.0,,,,,,,OR,"2605 State Street, Salem, OR  97310",97310,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
144,2021-01-10,,OR,PRCF,,421.0,49.0,22.0,372.0,13.0,,,26.0,509.0,,,,,,,OR,"3600 13th Street, Baker City, Oregon 97814-1346",97814-1346,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
145,2021-01-10,,OR,SCCI,,230.0,26.0,0.0,204.0,5.0,,,26.0,509.0,,,,,,,OR,"95200 Shutters Landing Lane, North Bend, OR  97459",97459,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
146,2021-01-10,,OR,SCI,,332.0,19.0,8.0,313.0,9.0,,,26.0,509.0,,,,,,,OR,"4005 Aumsville Hwy SE, Salem, OR 97317",97317,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
147,2021-01-10,,OR,SFFC,,51.0,0.0,0.0,51.0,0.0,,,26.0,509.0,,,,,,,OR,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",97141-9799,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
148,2021-01-10,,OR,SRCI,,1214.0,471.0,7.0,743.0,215.0,,,26.0,509.0,,,,,,,OR,"777 Stanton Blvd., Ontario, Oregon 97914-8335",97914-8335,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
149,2021-01-10,,OR,TRCI,,2478.0,497.0,236.0,1981.0,88.0,,,26.0,509.0,,,,,,,OR,"82911 Beach Access Road, Umatilla, OR 97882",97882,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
150,2021-01-10,,OR,WCCF,,259.0,0.0,0.0,259.0,5.0,,,26.0,509.0,,,,,,,OR,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",97630-5000,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
151,2021-01-11,,OR,CCCF,,1959.0,45.0,38.0,1914.0,27.0,,,26.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
152,2021-01-11,,OR,CCIC (Intake),,3714.0,76.0,20.0,3638.0,13.0,,,26.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
153,2021-01-11,,OR,CRCI,,1360.0,236.0,52.0,1124.0,24.0,,,26.0,509.0,,,,,,,OR,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",97211-1799,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
154,2021-01-11,,OR,DRCI,,1673.0,260.0,21.0,1413.0,43.0,,,26.0,509.0,,,,,,,OR,"3920 East Ashwood Road, Madras, Oregon 97741",97741,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
155,2021-01-11,,OR,EOCI,,960.0,454.0,3.0,506.0,74.0,,,26.0,509.0,,,,,,,OR,"2500 Westgate, Pendleton, Oregon 97801-9699",97801-9699,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
156,2021-01-11,,OR,MCCF,,345.0,32.0,2.0,313.0,10.0,,,26.0,509.0,,,,,,,OR,"5465 Turner Road SE, Salem, Oregon 97317 ",97317,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
157,2021-01-11,,OR,OSCI,,951.0,222.0,17.0,729.0,35.0,,,26.0,509.0,,,,,,,OR,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",97310-9385,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
158,2021-01-11,,OR,OSP,,869.0,348.0,139.0,521.0,106.0,,,26.0,509.0,,,,,,,OR,"2605 State Street, Salem, OR  97310",97310,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
159,2021-01-11,,OR,PRCF,,421.0,49.0,22.0,372.0,13.0,,,26.0,509.0,,,,,,,OR,"3600 13th Street, Baker City, Oregon 97814-1346",97814-1346,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
160,2021-01-11,,OR,SCCI,,230.0,26.0,0.0,204.0,5.0,,,26.0,509.0,,,,,,,OR,"95200 Shutters Landing Lane, North Bend, OR  97459",97459,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
161,2021-01-11,,OR,SCI,,332.0,19.0,8.0,313.0,9.0,,,26.0,509.0,,,,,,,OR,"4005 Aumsville Hwy SE, Salem, OR 97317",97317,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
162,2021-01-11,,OR,SFFC,,51.0,0.0,0.0,51.0,0.0,,,26.0,509.0,,,,,,,OR,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",97141-9799,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
163,2021-01-11,,OR,SRCI,,1214.0,471.0,7.0,743.0,215.0,,,26.0,509.0,,,,,,,OR,"777 Stanton Blvd., Ontario, Oregon 97914-8335",97914-8335,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
164,2021-01-11,,OR,TRCI,,2478.0,497.0,236.0,1981.0,88.0,,,26.0,509.0,,,,,,,OR,"82911 Beach Access Road, Umatilla, OR 97882",97882,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
165,2021-01-11,,OR,WCCF,,259.0,0.0,0.0,259.0,5.0,,,26.0,509.0,,,,,,,OR,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",97630-5000,,2735.0,16816.0,667.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
166,2021-01-12,,OR,CCCF,,3212.0,65.0,58.0,3147.0,27.0,,,27.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
167,2021-01-12,,OR,CCIC (Intake),,2406.0,96.0,40.0,2310.0,13.0,,,27.0,509.0,,,,,,,OR,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",97070,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
168,2021-01-12,,OR,CRCI,,1383.0,236.0,28.0,1147.0,24.0,,,27.0,509.0,,,,,,,OR,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",97211-1799,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
169,2021-01-12,,OR,DRCI,,1717.0,265.0,25.0,1452.0,43.0,,,27.0,509.0,,,,,,,OR,"3920 East Ashwood Road, Madras, Oregon 97741",97741,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
170,2021-01-12,,OR,EOCI,,1010.0,454.0,3.0,556.0,74.0,,,27.0,509.0,,,,,,,OR,"2500 Westgate, Pendleton, Oregon 97801-9699",97801-9699,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
171,2021-01-12,,OR,MCCF,,354.0,34.0,4.0,320.0,11.0,,,27.0,509.0,,,,,,,OR,"5465 Turner Road SE, Salem, Oregon 97317 ",97317,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
172,2021-01-12,,OR,OSCI,,1007.0,231.0,22.0,776.0,35.0,,,27.0,509.0,,,,,,,OR,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",97310-9385,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
173,2021-01-12,,OR,OSP,,872.0,351.0,121.0,521.0,111.0,,,27.0,509.0,,,,,,,OR,"2605 State Street, Salem, OR  97310",97310,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
174,2021-01-12,,OR,PRCF,,487.0,56.0,17.0,431.0,14.0,,,27.0,509.0,,,,,,,OR,"3600 13th Street, Baker City, Oregon 97814-1346",97814-1346,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
175,2021-01-12,,OR,SCCI,,237.0,26.0,0.0,211.0,5.0,,,27.0,509.0,,,,,,,OR,"95200 Shutters Landing Lane, North Bend, OR  97459",97459,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
176,2021-01-12,,OR,SCI,,368.0,20.0,7.0,348.0,9.0,,,27.0,509.0,,,,,,,OR,"4005 Aumsville Hwy SE, Salem, OR 97317",97317,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
177,2021-01-12,,OR,SFFC,,54.0,0.0,0.0,54.0,0.0,,,27.0,509.0,,,,,,,OR,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",97141-9799,,2839.0,17438.0,679.0,not in BJS,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
