Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_active,fac_staff_recovered,fac_inc_active,fac_inc_recovered,fac_staff_positive,fac_inc_positive,sum_inc_tested,sum_inc_deaths,sum_staff_deaths,sum_total_testsconducted,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_recovered,sum_inc_active,sum_inc_positive,sum_staff_recovered,sum_staff_active,sum_staff_posnonprison,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent,state
89,2021-01-05,,MO,ACC Jefferson City,3.0,57.0,1.0,138.0,60.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
90,2021-01-05,,MO,BCC Boonville,3.0,78.0,0.0,149.0,81.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
91,2021-01-05,,MO,CCC Chillicothe,4.0,93.0,1.0,293.0,97.0,294.0,,,,,,,,,3151 Litton Road,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
92,2021-01-05,,MO,CTCC Fulton,2.0,11.0,1.0,23.0,13.0,24.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
93,2021-01-05,,MO,Eastern RDCC (ERDCC),10.0,168.0,52.0,452.0,178.0,504.0,,,,,,,,,2727 HIGHWAY K,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
94,2021-01-05,,MO,Farmington CC (FCC),10.0,184.0,2.0,532.0,194.0,534.0,,,,,,,,,12393 Highway O,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
95,2021-01-05,,MO,FRDC Fulton,3.0,82.0,48.0,574.0,85.0,622.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
96,2021-01-05,,MO,JCCC Jefferson City,3.0,131.0,3.0,344.0,134.0,347.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
97,2021-01-05,,MO,Kansas City Reentry Center (KCRC),2.0,10.0,4.0,5.0,12.0,9.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
98,2021-01-05,,MO,MCC Moberly,6.0,74.0,1.0,234.0,80.0,235.0,,,,,,,,,5201 South Morley,,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
99,2021-01-05,,MO,Missouri Eastern CC (MECC Pacific),2.0,57.0,0.0,190.0,59.0,190.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
100,2021-01-05,,MO,Maryville TC (MTC),2.0,45.0,0.0,50.0,47.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
101,2021-01-05,,MO,NECC Bowling Green,8.0,128.0,2.0,99.0,136.0,101.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
102,2021-01-05,,MO,Ozark CC (OCC Fordland),3.0,39.0,1.0,154.0,42.0,155.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
103,2021-01-05,,MO,PCC Potosi,1.0,124.0,1.0,141.0,125.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
104,2021-01-05,,MO,SCCC Licking),8.0,68.0,4.0,125.0,76.0,129.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
105,2021-01-05,,MO,Southeast CC (SECC Charleston),1.0,123.0,5.0,264.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
106,2021-01-05,,MO,TCC Tipton,4.0,59.0,3.0,160.0,63.0,163.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
107,2021-01-05,,MO,Women's Eastern RDCC (WERDCC Vandalia),9.0,62.0,21.0,502.0,71.0,523.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
108,2021-01-05,,MO,Western MO CC (WMCC Cameron),0.0,148.0,3.0,208.0,148.0,211.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
109,2021-01-05,,MO,Western RDCC (WRDCC St. Joseph),4.0,134.0,17.0,321.0,138.0,338.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
110,2021-01-05,,MO,,,,,,,,,41.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
111,2021-01-06,,MO,ACC Jefferson City,0.0,60.0,1.0,138.0,60.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
112,2021-01-06,,MO,BCC Boonville,2.0,80.0,0.0,149.0,82.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
113,2021-01-06,,MO,CCC Chillicothe,3.0,94.0,1.0,293.0,97.0,294.0,,,,,,,,,3151 Litton Road,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
114,2021-01-06,,MO,CTCC Fulton,2.0,11.0,0.0,24.0,13.0,24.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
115,2021-01-06,,MO,Eastern RDCC (ERDCC),6.0,175.0,13.0,492.0,181.0,505.0,,,,,,,,,2727 HIGHWAY K,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
116,2021-01-06,,MO,Farmington CC (FCC),11.0,187.0,0.0,534.0,198.0,534.0,,,,,,,,,12393 Highway O,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
117,2021-01-06,,MO,FRDC Fulton,7.0,82.0,40.0,600.0,89.0,640.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
118,2021-01-06,,MO,JCCC Jefferson City,2.0,133.0,2.0,344.0,135.0,346.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
119,2021-01-06,,MO,Kansas City Reentry Center (KCRC),2.0,11.0,3.0,7.0,13.0,10.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
120,2021-01-06,,MO,MCC Moberly,8.0,75.0,1.0,234.0,83.0,235.0,,,,,,,,,5201 South Morley,,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
121,2021-01-06,,MO,Missouri Eastern CC (MECC Pacific),5.0,57.0,0.0,190.0,62.0,190.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
122,2021-01-06,,MO,Maryville TC (MTC),1.0,46.0,0.0,50.0,47.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
123,2021-01-06,,MO,NECC Bowling Green,4.0,129.0,3.0,99.0,133.0,102.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
124,2021-01-06,,MO,Ozark CC (OCC Fordland),3.0,39.0,1.0,154.0,42.0,155.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
125,2021-01-06,,MO,PCC Potosi,2.0,124.0,0.0,142.0,126.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
126,2021-01-06,,MO,SCCC Licking),8.0,71.0,4.0,125.0,79.0,129.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
127,2021-01-06,,MO,Southeast CC (SECC Charleston),1.0,123.0,4.0,265.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
128,2021-01-06,,MO,TCC Tipton,4.0,59.0,3.0,161.0,63.0,164.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
129,2021-01-06,,MO,Women's Eastern RDCC (WERDCC Vandalia),8.0,66.0,8.0,518.0,74.0,526.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
130,2021-01-06,,MO,Western MO CC (WMCC Cameron),0.0,148.0,0.0,211.0,148.0,211.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
131,2021-01-06,,MO,Western RDCC (WRDCC St. Joseph),2.0,136.0,21.0,324.0,138.0,345.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5159.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
132,2021-01-06,,MO,,,,,,,,,41.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
133,2021-01-07,,MO,ACC Jefferson City,0.0,60.0,0.0,139.0,60.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
134,2021-01-07,,MO,BCC Boonville,3.0,80.0,0.0,149.0,83.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
135,2021-01-07,,MO,CCC Chillicothe,5.0,94.0,1.0,293.0,99.0,294.0,,,,,,,,,3151 Litton Road,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
136,2021-01-07,,MO,CTCC Fulton,2.0,11.0,0.0,24.0,13.0,24.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
137,2021-01-07,,MO,Eastern RDCC (ERDCC),6.0,175.0,7.0,500.0,181.0,507.0,,,,,,,,,2727 HIGHWAY K,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
138,2021-01-07,,MO,Farmington CC (FCC),13.0,188.0,0.0,534.0,201.0,534.0,,,,,,,,,12393 Highway O,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
139,2021-01-07,,MO,FRDC Fulton,8.0,82.0,50.0,607.0,90.0,657.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
140,2021-01-07,,MO,JCCC Jefferson City,4.0,133.0,3.0,344.0,137.0,347.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
141,2021-01-07,,MO,Kansas City Reentry Center (KCRC),3.0,11.0,7.0,7.0,14.0,14.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
142,2021-01-07,,MO,MCC Moberly,7.0,76.0,1.0,234.0,83.0,235.0,,,,,,,,,5201 South Morley,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
143,2021-01-07,,MO,Missouri Eastern CC (MECC Pacific),5.0,57.0,0.0,190.0,62.0,190.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
144,2021-01-07,,MO,Maryville TC (MTC),0.0,47.0,0.0,50.0,47.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
145,2021-01-07,,MO,NECC Bowling Green,4.0,129.0,2.0,100.0,133.0,102.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
146,2021-01-07,,MO,Ozark CC (OCC Fordland),4.0,39.0,1.0,154.0,43.0,155.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
147,2021-01-07,,MO,PCC Potosi,2.0,124.0,0.0,142.0,126.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
148,2021-01-07,,MO,SCCC Licking),8.0,71.0,3.0,126.0,79.0,129.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
149,2021-01-07,,MO,Southeast CC (SECC Charleston),1.0,123.0,3.0,266.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
150,2021-01-07,,MO,TCC Tipton,4.0,59.0,3.0,161.0,63.0,164.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
151,2021-01-07,,MO,Women's Eastern RDCC (WERDCC Vandalia),10.0,66.0,9.0,521.0,76.0,530.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
152,2021-01-07,,MO,Western MO CC (WMCC Cameron),0.0,148.0,0.0,211.0,148.0,211.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
153,2021-01-07,,MO,Western RDCC (WRDCC St. Joseph),2.0,136.0,10.0,335.0,138.0,345.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
154,2021-01-07,,MO,,,,,,,,,41.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
155,2021-01-08,,MO,ACC Jefferson City,0.0,60.0,0.0,139.0,60.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
156,2021-01-08,,MO,BCC Boonville,3.0,80.0,0.0,149.0,83.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
157,2021-01-08,,MO,CCC Chillicothe,6.0,94.0,1.0,293.0,100.0,294.0,,,,,,,,,3151 Litton Road,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
158,2021-01-08,,MO,CTCC Fulton,2.0,11.0,0.0,24.0,13.0,24.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
159,2021-01-08,,MO,Eastern RDCC (ERDCC),5.0,176.0,12.0,501.0,181.0,513.0,,,,,,,,,2727 HIGHWAY K,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
160,2021-01-08,,MO,Farmington CC (FCC),10.0,193.0,0.0,534.0,203.0,534.0,,,,,,,,,12393 Highway O,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
161,2021-01-08,,MO,FRDC Fulton,9.0,82.0,52.0,611.0,91.0,663.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
162,2021-01-08,,MO,JCCC Jefferson City,6.0,133.0,3.0,344.0,139.0,347.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
163,2021-01-08,,MO,Kansas City Reentry Center (KCRC),3.0,11.0,7.0,7.0,14.0,14.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
164,2021-01-08,,MO,MCC Moberly,7.0,77.0,1.0,234.0,84.0,235.0,,,,,,,,,5201 South Morley,,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
165,2021-01-08,,MO,Missouri Eastern CC (MECC Pacific),7.0,57.0,0.0,190.0,64.0,190.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
166,2021-01-08,,MO,Maryville TC (MTC),0.0,47.0,0.0,50.0,47.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
167,2021-01-08,,MO,NECC Bowling Green,4.0,129.0,2.0,100.0,133.0,102.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
168,2021-01-08,,MO,Ozark CC (OCC Fordland),3.0,40.0,1.0,154.0,43.0,155.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
169,2021-01-08,,MO,PCC Potosi,2.0,124.0,0.0,142.0,126.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
170,2021-01-08,,MO,SCCC Licking),9.0,72.0,3.0,126.0,81.0,129.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
171,2021-01-08,,MO,Southeast CC (SECC Charleston),1.0,123.0,1.0,268.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
172,2021-01-08,,MO,TCC Tipton,4.0,59.0,3.0,161.0,63.0,164.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
173,2021-01-08,,MO,Women's Eastern RDCC (WERDCC Vandalia),12.0,66.0,10.0,521.0,78.0,531.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
174,2021-01-08,,MO,Western MO CC (WMCC Cameron),0.0,148.0,0.0,211.0,148.0,211.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
175,2021-01-08,,MO,Western RDCC (WRDCC St. Joseph),2.0,136.0,11.0,335.0,138.0,346.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
176,2021-01-08,,MO,,,,,,,,,42.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
177,2021-01-09,,MO,ACC Jefferson City,0.0,60.0,0.0,139.0,60.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5202.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
178,2021-01-09,,MO,BCC Boonville,3.0,80.0,0.0,149.0,83.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5202.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
179,2021-01-09,,MO,CCC Chillicothe,7.0,94.0,1.0,293.0,101.0,294.0,,,,,,,,,3151 Litton Road,,,,5202.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
