Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_population,fac_inc_testeddaily,fac_inc_positivedaily,fac_staff_testeddaily,fac_staff_positivedaily,fac_staff_positivecodaily,fac_staff_positiveotherdaily,fac_inc_active,fac_inc_deathsdaily,fac_staff_deaths,sum_inc_partiallyvaccinatedweekly,sum_inc_fullyvaccinatedweekly,sum_staff_partiallyvaccinatedweekly,sum_staff_fullyvaccinatedweekly,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_staff_tested,fac_staff_positive,sum_inc_partiallyvaccinated,sum_inc_fullyvaccinated,sum_staff_partiallyvaccinated,sum_staff_fullyvaccinated,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_inc_partiallyvaccitedweekly,sum_inc_fullyvaccitedweekly,sum_inc_partiallyvaccited,sum_inc_fullyvaccited,sum_staff_positive,sum_staff_tested,sum_staff_fullyvaccitedweekly,sum_staff_partiallyvaccited,sum_staff_fullyvaccited,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,bjs_fac_notes2,state
...69,2021-01-05,2021-01-04,MA,BSH,198,1,0,0,0,0,0,9,0,NR,,,,,644.0,32.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...70,2021-01-05,2021-01-04,MA,OCCC,693,10,2,0,12,4,8,36,0,NR,,,,,2074.0,141.0,0.0,724.0,69.0,,,,,,,,1 Administration Rd,2324.0,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...71,2021-01-05,2021-01-04,MA,MCI-CJ,432,2,0,0,5,5,0,22,0,NR,,,,,1573.0,31.0,0.0,670.0,63.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...72,2021-01-05,2021-01-04,MA,MCI-C,498,0,2,0,0,0,0,3,0,NR,,,,,2074.0,296.0,2.0,812.0,71.0,,,,,,,,"965 Elm St, Concord, MA 01742",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...73,2021-01-05,2021-01-04,MA,NECC,121,96,0,0,0,0,0,2,0,NR,,,,,578.0,2.0,0.0,50.0,14.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...74,2021-01-05,2021-01-04,MA,Pondville,106,0,0,0,0,0,0,0,0,NR,,,,,377.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...75,2021-01-05,2021-01-04,MA,MCI-F,168,1,0,0,1,1,0,1,0,NR,,,,,432.0,88.0,0.0,75.0,30.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...76,2021-01-05,2021-01-04,MA,MCI-Shirley,1039,0,0,0,0,0,0,2,0,NR,,,,,3978.0,514.0,4.0,406.0,83.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...77,2021-01-05,2021-01-04,MA,MTC,543,1,0,0,0,0,0,19,0,NR,,,,,1384.0,185.0,5.0,248.0,45.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...78,2021-01-05,2021-01-04,MA,SMCC,28,0,0,0,2,2,0,12,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...79,2021-01-05,2021-01-04,MA,LSH,15,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,10.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...80,2021-01-05,2021-01-04,MA,SBCC,623,0,1,0,0,0,0,2,0,NR,,,,,1423.0,4.0,0.0,484.0,38.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...81,2021-01-06,2021-01-06,MA,MASAC,24,0,0,0,0,0,0,0,0,NR,,,,,433.0,39.0,0.0,205.0,31.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...82,2021-01-06,2021-01-06,MA,Boston Pre,36,0,0,0,0,0,0,1,0,NR,,,,,170.0,1.0,0.0,69.0,13.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...83,2021-01-06,2021-01-06,MA,MCI-Norfolk,1201,1,0,0,0,0,0,4,0,NR,,,,,4092.0,466.0,2.0,763.0,62.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...84,2021-01-06,2021-01-06,MA,NCCI-Gardn,828,1,31,0,2,2,0,162,0,NR,,,,,2435.0,715.0,2.0,229.0,34.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...85,2021-01-06,2021-01-06,MA,BSH,195,1,0,0,0,0,0,9,0,NR,,,,,645.0,32.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...86,2021-01-06,2021-01-06,MA,OCCC,694,2,10,0,0,0,0,45,1,NR,,,,,2076.0,151.0,1.0,724.0,69.0,,,,,,,,1 Administration Rd,2324.0,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...87,2021-01-06,2021-01-06,MA,MCI-CJ,430,0,0,0,4,3,1,22,0,NR,,,,,1573.0,31.0,0.0,670.0,67.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...88,2021-01-06,2021-01-06,MA,MCI-C,501,0,0,0,0,0,0,3,0,NR,,,,,2074.0,296.0,2.0,812.0,71.0,,,,,,,,"965 Elm St, Concord, MA 01742",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...89,2021-01-06,2021-01-06,MA,NECC,121,0,0,0,0,0,0,1,0,NR,,,,,578.0,2.0,0.0,50.0,14.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...90,2021-01-06,2021-01-06,MA,Pondville,105,103,0,0,0,0,0,0,0,NR,,,,,480.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...91,2021-01-06,2021-01-06,MA,MCI-F,169,162,1,0,1,0,1,2,0,NR,,,,,594.0,89.0,0.0,75.0,31.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...92,2021-01-06,2021-01-06,MA,MCI-Shirley,1034,0,1,0,1,0,1,2,0,NR,,,,,3978.0,515.0,4.0,406.0,84.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...93,2021-01-06,2021-01-06,MA,MTC,543,1,0,0,0,0,0,19,0,NR,,,,,1385.0,185.0,5.0,248.0,45.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...94,2021-01-06,2021-01-06,MA,SMCC,27,0,0,0,0,0,0,12,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...95,2021-01-06,2021-01-06,MA,LSH,15,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,10.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...96,2021-01-06,2021-01-06,MA,SBCC,624,0,5,0,5,4,1,8,0,NR,,,,,1423.0,9.0,0.0,484.0,43.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...97,2021-01-07,2021-01-07,MA,MASAC,26,2,1,0,4,0,4,0,0,NR,,,,,435.0,40.0,0.0,205.0,35.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...98,2021-01-07,2021-01-07,MA,Boston Pre,36,0,0,0,0,0,0,1,0,NR,,,,,170.0,1.0,0.0,69.0,13.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...99,2021-01-07,2021-01-07,MA,MCI-Norfolk,1202,0,3,0,1,1,0,7,0,NR,,,,,4092.0,469.0,2.0,763.0,63.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...100,2021-01-07,2021-01-07,MA,NCCI-Gardn,828,0,4,0,1,1,0,165,0,NR,,,,,2435.0,719.0,2.0,229.0,35.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...101,2021-01-07,2021-01-07,MA,BSH,194,0,0,0,0,0,0,9,0,NR,,,,,645.0,32.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...102,2021-01-07,2021-01-07,MA,OCCC,692,2,9,0,0,0,0,53,0,NR,,,,,2078.0,160.0,1.0,724.0,69.0,,,,,,,,1 Administration Rd,2324.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...103,2021-01-07,2021-01-07,MA,MCI-CJ,431,1,2,0,0,0,0,19,0,NR,,,,,1574.0,33.0,0.0,670.0,67.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...104,2021-01-07,2021-01-07,MA,MCI-C,498,1,0,0,0,0,0,1,0,NR,,,,,2075.0,296.0,2.0,812.0,71.0,,,,,,,,"965 Elm St, Concord, MA 01742",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...105,2021-01-07,2021-01-07,MA,NECC,122,0,17,0,0,0,0,18,0,NR,,,,,578.0,19.0,0.0,50.0,14.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...106,2021-01-07,2021-01-07,MA,Pondville,106,0,0,0,0,0,0,0,0,NR,,,,,480.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...107,2021-01-07,2021-01-07,MA,MCI-F,169,0,1,0,0,0,0,2,0,NR,,,,,594.0,90.0,0.0,75.0,31.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...108,2021-01-07,2021-01-07,MA,MCI-Shirley,1033,0,1,0,0,0,0,2,0,NR,,,,,3978.0,516.0,4.0,406.0,84.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...109,2021-01-07,2021-01-07,MA,MTC,542,0,1,0,0,0,0,18,0,NR,,,,,1385.0,186.0,5.0,248.0,45.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...110,2021-01-07,2021-01-07,MA,SMCC,26,0,0,0,0,0,0,12,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...111,2021-01-07,2021-01-07,MA,LSH,16,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,10.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...112,2021-01-07,2021-01-07,MA,SBCC,624,118,5,251,2,2,0,12,0,NR,,,,,1541.0,14.0,0.0,735.0,45.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...113,2021-01-08,2021-01-08,MA,MASAC,26,1,0,0,2,0,2,2,0,NR,,,,,436.0,40.0,0.0,205.0,37.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...114,2021-01-08,2021-01-08,MA,Boston Pre,36,0,0,0,0,0,0,1,0,NR,,,,,170.0,1.0,0.0,69.0,13.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...115,2021-01-08,2021-01-08,MA,MCI-Norfolk,1201,0,0,0,2,2,0,7,0,NR,,,,,4092.0,469.0,2.0,763.0,65.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...116,2021-01-08,2021-01-08,MA,NCCI-Gardn,827,73,0,0,1,1,0,158,0,NR,,,,,2508.0,719.0,2.0,229.0,36.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...117,2021-01-08,2021-01-08,MA,BSH,196,7,0,0,0,0,0,16,0,NR,,,,,652.0,32.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...118,2021-01-08,2021-01-08,MA,OCCC,693,0,0,0,0,0,0,47,1,NR,,,,,2078.0,160.0,2.0,724.0,69.0,,,,,,,,1 Administration Rd,2324.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...119,2021-01-08,2021-01-08,MA,MCI-CJ,434,0,0,0,8,8,0,20,0,NR,,,,,1574.0,33.0,0.0,670.0,75.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...120,2021-01-08,2021-01-08,MA,MCI-C,498,0,0,0,0,0,0,1,0,NR,,,,,2075.0,296.0,2.0,812.0,71.0,,,,,,,,"965 Elm St, Concord, MA 01742",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...121,2021-01-08,2021-01-08,MA,NECC,121,0,0,0,0,0,0,22,0,NR,,,,,578.0,19.0,0.0,50.0,14.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...122,2021-01-08,2021-01-08,MA,Pondville,106,0,0,0,0,0,0,0,0,NR,,,,,480.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...123,2021-01-08,2021-01-08,MA,MCI-F,168,0,1,0,1,1,0,3,0,NR,,,,,594.0,91.0,0.0,75.0,32.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...124,2021-01-08,2021-01-08,MA,MCI-Shirley,1031,0,0,0,1,0,1,2,0,NR,,,,,3978.0,516.0,4.0,406.0,85.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...125,2021-01-08,2021-01-08,MA,MTC,543,0,0,0,0,0,0,18,0,NR,,,,,1385.0,186.0,5.0,248.0,45.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...126,2021-01-08,2021-01-08,MA,SMCC,26,0,0,0,0,0,0,11,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...127,2021-01-08,2021-01-08,MA,LSH,16,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,10.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...128,2021-01-08,2021-01-08,MA,SBCC,623,0,0,0,0,0,0,12,0,NR,,,,,1541.0,14.0,0.0,735.0,45.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...129,2021-01-09,2021-01-09,MA,MASAC,26,2,0,0,0,0,0,2,0,NR,,,,,438.0,40.0,0.0,205.0,37.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...130,2021-01-09,2021-01-09,MA,Boston Pre,36,0,0,0,0,0,0,1,0,NR,,,,,170.0,1.0,0.0,69.0,13.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...131,2021-01-09,2021-01-09,MA,MCI-Norfolk,1201,0,0,0,0,0,0,7,0,NR,,,,,4092.0,469.0,2.0,763.0,65.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...132,2021-01-09,2021-01-09,MA,NCCI-Gardn,827,0,0,0,0,0,0,158,0,NR,,,,,2508.0,719.0,2.0,229.0,36.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...133,2021-01-09,2021-01-09,MA,BSH,196,0,0,0,0,0,0,16,0,NR,,,,,652.0,32.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...134,2021-01-09,2021-01-09,MA,OCCC,693,0,0,0,0,0,0,47,0,NR,,,,,2078.0,160.0,2.0,724.0,69.0,,,,,,,,1 Administration Rd,2324.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...135,2021-01-09,2021-01-09,MA,MCI-CJ,434,0,0,0,0,0,0,20,0,NR,,,,,1574.0,33.0,0.0,670.0,75.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...136,2021-01-09,2021-01-09,MA,MCI-C,498,0,0,0,0,0,0,1,0,NR,,,,,2075.0,296.0,2.0,812.0,71.0,,,,,,,,"965 Elm St, Concord, MA 01742",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...137,2021-01-09,2021-01-09,MA,NECC,121,0,0,0,0,0,0,22,0,NR,,,,,578.0,19.0,0.0,50.0,14.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...138,2021-01-09,2021-01-09,MA,Pondville,106,0,0,0,0,0,0,0,0,NR,,,,,480.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...139,2021-01-09,2021-01-09,MA,MCI-F,168,0,0,0,0,0,0,3,0,NR,,,,,594.0,91.0,0.0,75.0,32.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...140,2021-01-09,2021-01-09,MA,MCI-Shirley,1031,0,0,0,0,0,0,2,0,NR,,,,,3978.0,516.0,4.0,406.0,85.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,2598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
